Time,A,B,C,T1,A1,B1,C1,D1
1020,6.673284485,0.4041089128,4.210387473,8.5,66.73284485,4.041089128,42.10387473,85
1030,6.673284485,0.4041089128,4.210387473,8.583333333,66.73284485,4.041089128,42.10387473,85.83333333
1040,6.673284485,0.4041089128,4.210387473,8.666666667,66.73284485,4.041089128,42.10387473,86.66666667
1050,9.192492527,0.7563619274,5.173785773,8.75,91.92492527,7.563619274,51.73785773,87.5
1060,9.192492527,0.7563619274,5.173785773,8.833333333,91.92492527,7.563619274,51.73785773,88.33333333
1070,9.192492527,0.7563619274,5.173785773,8.916666667,91.92492527,7.563619274,51.73785773,89.16666667
1080,8.704538322,0.8352172212,4.980309952,9,87.04538322,8.352172212,49.80309952,90
1090,8.704538322,0.8352172212,4.980309952,9.083333333,87.04538322,8.352172212,49.80309952,90.83333333
1100,8.704538322,0.8352172212,4.980309952,9.166666667,87.04538322,8.352172212,49.80309952,91.66666667
1110,7.759106578,0.7676143929,4.524032455,9.25,77.59106578,7.676143929,45.24032455,92.5
1120,7.759106578,0.7676143929,4.524032455,9.333333333,77.59106578,7.676143929,45.24032455,93.33333333
1130,7.759106578,0.7676143929,4.524032455,9.416666667,77.59106578,7.676143929,45.24032455,94.16666667
1140,8.39444313,1.064927604,4.796415086,9.5,83.9444313,10.64927604,47.96415086,95
1150,8.39444313,1.064927604,4.796415086,9.583333333,83.9444313,10.64927604,47.96415086,95.83333333
1160,8.39444313,1.064927604,4.796415086,9.666666667,83.9444313,10.64927604,47.96415086,96.66666667
1170,7.044888189,0.9243471155,3.930449279,9.75,70.44888189,9.243471155,39.30449279,97.5
1180,7.044888189,0.9243471155,3.930449279,9.833333333,70.44888189,9.243471155,39.30449279,98.33333333
1190,7.044888189,0.9243471155,3.930449279,9.916666667,70.44888189,9.243471155,39.30449279,99.16666667
1200,9.654544494,0.7903782167,5.426194009,10,96.54544494,7.903782167,54.26194009,100
1210,9.654544494,0.7903782167,5.426194009,10.08333333,96.54544494,7.903782167,54.26194009,100.8333333
1220,9.654544494,0.7903782167,5.426194009,10.16666667,96.54544494,7.903782167,54.26194009,101.6666667
1230,10.77119076,0.4689559565,5.648742242,10.25,107.7119076,4.689559565,56.48742242,102.5
1240,10.77119076,0.4689559565,5.648742242,10.33333333,107.7119076,4.689559565,56.48742242,103.3333333
1250,10.77119076,0.4689559565,5.648742242,10.41666667,107.7119076,4.689559565,56.48742242,104.1666667
1260,5.919578957,1.144104267,3.65659408,10.5,59.19578957,11.44104267,36.5659408,105
1270,5.919578957,1.144104267,3.65659408,10.58333333,59.19578957,11.44104267,36.5659408,105.8333333
1280,5.919578957,1.144104267,3.65659408,10.66666667,59.19578957,11.44104267,36.5659408,106.6666667
1290,7.168676662,1.34341443,4.057587443,10.75,71.68676662,13.4341443,40.57587443,107.5
1300,7.168676662,1.34341443,4.057587443,10.83333333,71.68676662,13.4341443,40.57587443,108.3333333
1310,7.168676662,1.34341443,4.057587443,10.91666667,71.68676662,13.4341443,40.57587443,109.1666667
1320,5.579040429,0.9839179631,3.91721886,11,55.79040429,9.839179631,39.1721886,110
1330,5.579040429,0.9839179631,3.91721886,11.08333333,55.79040429,9.839179631,39.1721886,110.8333333
1340,5.579040429,0.9839179631,3.91721886,11.16666667,55.79040429,9.839179631,39.1721886,111.6666667
1350,8.244201646,1.713855101,4.404230404,11.25,82.44201646,17.13855101,44.04230404,112.5
1360,8.244201646,1.713855101,4.404230404,11.33333333,82.44201646,17.13855101,44.04230404,113.3333333
1370,8.244201646,1.713855101,4.404230404,11.41666667,82.44201646,17.13855101,44.04230404,114.1666667
1380,6.510707816,0.4004547049,4.271044783,11.5,65.10707816,4.004547049,42.71044783,115
1390,6.510707816,0.4004547049,4.271044783,11.58333333,65.10707816,4.004547049,42.71044783,115.8333333
1400,6.510707816,0.4004547049,4.271044783,11.66666667,65.10707816,4.004547049,42.71044783,116.6666667
1410,4.000045602,0.6227426768,2.705413561,11.75,40.00045602,6.227426768,27.05413561,117.5
1420,4.000045602,0.6227426768,2.705413561,11.83333333,40.00045602,6.227426768,27.05413561,118.3333333
1430,4.000045602,0.6227426768,2.705413561,11.91666667,40.00045602,6.227426768,27.05413561,119.1666667
1440,7.491072602,1.287788825,4.868064112,12,74.91072602,12.87788825,48.68064112,120
1450,7.491072602,1.287788825,4.868064112,12.08333333,74.91072602,12.87788825,48.68064112,120.8333333
1460,7.491072602,1.287788825,4.868064112,12.16666667,74.91072602,12.87788825,48.68064112,121.6666667
1470,7.491072602,1.287788825,4.457958323,12.25,74.91072602,12.87788825,44.57958323,122.5
1480,7.491072602,1.287788825,4.457958323,12.33333333,74.91072602,12.87788825,44.57958323,123.3333333
1490,7.491072602,1.287788825,4.457958323,12.41666667,74.91072602,12.87788825,44.57958323,124.1666667
1500,9.799026585,1.635127577,5.238996911,12.5,97.99026585,16.35127577,52.38996911,125
1510,9.799026585,1.635127577,5.238996911,12.58333333,97.99026585,16.35127577,52.38996911,125.8333333
1520,9.799026585,1.635127577,5.238996911,12.66666667,97.99026585,16.35127577,52.38996911,126.6666667
1530,6.176111211,0.9215767795,4.53895071,12.75,61.76111211,9.215767795,45.3895071,127.5
1540,6.176111211,0.9215767795,4.53895071,12.83333333,61.76111211,9.215767795,45.3895071,128.3333333
1550,6.176111211,0.9215767795,4.53895071,12.91666667,61.76111211,9.215767795,45.3895071,129.1666667
1560,8.809994507,1.23673124,5.372533857,13,88.09994507,12.3673124,53.72533857,130
1570,8.809994507,1.23673124,5.372533857,13.08333333,88.09994507,12.3673124,53.72533857,130.8333333
1580,8.809994507,1.23673124,5.372533857,13.16666667,88.09994507,12.3673124,53.72533857,131.6666667
1590,6.159761862,1.245802699,3.972232733,13.25,61.59761862,12.45802699,39.72232733,132.5
1600,6.159761862,1.245802699,3.972232733,13.33333333,61.59761862,12.45802699,39.72232733,133.3333333
1610,6.159761862,1.245802699,3.972232733,13.41666667,61.59761862,12.45802699,39.72232733,134.1666667
1620,9.294846485,1.796006394,5.663114118,13.5,92.94846485,17.96006394,56.63114118,135
1630,9.294846485,1.796006394,5.352814002,13.58333333,92.94846485,17.96006394,53.52814002,135.8333333
1640,9.294846485,1.796006394,5.352814002,13.66666667,92.94846485,17.96006394,53.52814002,136.6666667
1650,7.370250975,1.698999469,4.390516247,13.75,73.70250975,16.98999469,43.90516247,137.5
1660,7.370250975,1.698999469,4.807653298,13.83333333,73.70250975,16.98999469,48.07653298,138.3333333
1670,7.370250975,1.698999469,4.807653298,13.91666667,73.70250975,16.98999469,48.07653298,139.1666667
1680,6.059250184,1.572141264,4.152152903,14,60.59250184,15.72141264,41.52152903,140
1690,6.059250184,1.572141264,3.742047114,14.08333333,60.59250184,15.72141264,37.42047114,140.8333333
1700,6.059250184,1.572141264,3.742047114,14.16666667,60.59250184,15.72141264,37.42047114,141.6666667
1710,8.91316918,0.9154448877,5.169006612,14.25,89.1316918,9.154448877,51.69006612,142.5
1720,8.91316918,0.9154448877,4.796068208,14.33333333,89.1316918,9.154448877,47.96068208,143.3333333
1730,8.91316918,0.9154448877,4.796068208,14.41666667,89.1316918,9.154448877,47.96068208,144.1666667
1740,7.215567492,1.966226799,3.947267365,14.5,72.15567492,19.66226799,39.47267365,145
1750,7.215567492,1.966226799,5.05867885,14.58333333,72.15567492,19.66226799,50.5867885,145.8333333
1760,7.215567492,1.966226799,5.05867885,14.66666667,72.15567492,19.66226799,50.5867885,146.6666667
1770,4.687627845,0.9247085387,3.359504798,14.75,46.87627845,9.247085387,33.59504798,147.5
1780,4.687627845,0.9247085387,3.049204682,14.83333333,46.87627845,9.247085387,30.49204682,148.3333333
1790,4.687627845,0.9247085387,3.049204682,14.91666667,46.87627845,9.247085387,30.49204682,149.1666667
1800,7.00844704,2.211147409,4.20961428,15,70.0844704,22.11147409,42.0961428,150
1810,7.00844704,2.211147409,4.626751331,15.08333333,70.0844704,22.11147409,46.26751331,150.8333333
1820,7.00844704,2.211147409,4.626751331,15.16666667,70.0844704,22.11147409,46.26751331,151.6666667
1830,12.4027456,2.161850708,7.323900613,15.25,124.027456,21.61850708,73.23900613,152.5
1840,12.4027456,2.161850708,6.913794824,15.33333333,124.027456,21.61850708,69.13794824,153.3333333
1850,12.4027456,2.161850708,6.913794824,15.41666667,124.027456,21.61850708,69.13794824,154.1666667
1860,15.26142084,1.611357691,8.34313244,15.5,152.6142084,16.11357691,83.4313244,155
1870,15.26142084,1.611357691,7.970194036,15.58333333,152.6142084,16.11357691,79.70194036,155.8333333
1880,15.26142084,1.611357691,7.970194036,15.66666667,152.6142084,16.11357691,79.70194036,156.6666667
1890,13.93481828,2.202999606,7.306892759,15.75,139.3481828,22.02999606,73.06892759,157.5
1900,13.93481828,2.202999606,8.418304245,15.83333333,139.3481828,22.02999606,84.18304245,158.3333333
1910,13.93481828,2.202999606,8.418304245,15.91666667,139.3481828,22.02999606,84.18304245,159.1666667
1920,9.21796332,2.187486786,7.793412091,16,92.1796332,21.87486786,77.93412091,160
1930,9.21796332,2.187486786,7.793412091,16.08333333,92.1796332,21.87486786,77.93412091,160.8333333
1940,9.21796332,2.187486786,7.793412091,16.16666667,92.1796332,21.87486786,77.93412091,161.6666667
1950,7.343789218,1.418322885,5.291578857,16.25,73.43789218,14.18322885,52.91578857,162.5
1960,7.343789218,1.418322885,5.291578857,16.33333333,73.43789218,14.18322885,52.91578857,163.3333333
1970,7.343789218,1.418322885,5.291578857,16.41666667,73.43789218,14.18322885,52.91578857,164.1666667
1980,8.299231245,2.177251954,6.428437819,16.5,82.99231245,21.77251954,64.28437819,165
1990,8.299231245,2.177251954,6.428437819,16.58333333,82.99231245,21.77251954,64.28437819,165.8333333
2000,8.299231245,2.177251954,6.428437819,16.66666667,82.99231245,21.77251954,64.28437819,166.6666667
2010,9.248813866,1.670237258,7.974234591,16.75,92.48813866,16.70237258,79.74234591,167.5
2020,9.248813866,1.670237258,7.974234591,16.83333333,92.48813866,16.70237258,79.74234591,168.3333333
2030,9.248813866,1.670237258,7.974234591,16.91666667,92.48813866,16.70237258,79.74234591,169.1666667
2040,11.51291796,2.514719368,10.47244424,17,115.1291796,25.14719368,104.7244424,170
2050,11.51291796,2.514719368,10.47244424,17.08333333,115.1291796,25.14719368,104.7244424,170.8333333
2060,11.51291796,2.514719368,10.47244424,17.16666667,115.1291796,25.14719368,104.7244424,171.6666667
2070,10.07710474,2.701701296,9.532915996,17.25,100.7710474,27.01701296,95.32915996,172.5
2080,10.07710474,2.701701296,9.532915996,17.33333333,100.7710474,27.01701296,95.32915996,173.3333333
2090,10.07710474,2.701701296,9.532915996,17.41666667,100.7710474,27.01701296,95.32915996,174.1666667
2100,10.88856787,0.8448694089,10.83116444,17.5,108.8856787,8.448694089,108.3116444,175
2110,10.88856787,0.8448694089,10.83116444,17.58333333,108.8856787,8.448694089,108.3116444,175.8333333
2120,10.88856787,0.8448694089,10.83116444,17.66666667,108.8856787,8.448694089,108.3116444,176.6666667
2130,8.982729012,1.64294516,7.675794937,17.75,89.82729012,16.4294516,76.75794937,177.5
2140,8.982729012,1.64294516,7.675794937,17.83333333,89.82729012,16.4294516,76.75794937,178.3333333
2150,8.982729012,1.64294516,7.675794937,17.91666667,89.82729012,16.4294516,76.75794937,179.1666667
2160,10.60458203,2.211138643,6.921975262,18,106.0458203,22.11138643,69.21975262,180
2170,10.60458203,2.211138643,6.921975262,18.08333333,106.0458203,22.11138643,69.21975262,180.8333333
2180,10.60458203,2.211138643,6.921975262,18.16666667,106.0458203,22.11138643,69.21975262,181.6666667
2190,7.644555378,1.711444872,6.101099885,18.25,76.44555378,17.11444872,61.01099885,182.5
2200,7.644555378,1.711444872,6.101099885,18.33333333,76.44555378,17.11444872,61.01099885,183.3333333
2210,7.644555378,1.711444872,6.101099885,18.41666667,76.44555378,17.11444872,61.01099885,184.1666667
2220,8.823323508,0.9571295495,7.761489412,18.5,88.23323508,9.571295495,77.61489412,185
2230,8.823323508,0.9571295495,7.761489412,18.58333333,88.23323508,9.571295495,77.61489412,185.8333333
2240,8.823323508,0.9571295495,7.761489412,18.66666667,88.23323508,9.571295495,77.61489412,186.6666667
2250,10.09086926,2.261675487,9.761419894,18.75,100.9086926,22.61675487,97.61419894,187.5
2260,10.09086926,2.261675487,9.761419894,18.83333333,100.9086926,22.61675487,97.61419894,188.3333333
2270,10.09086926,2.261675487,9.23417903,18.91666667,100.9086926,22.61675487,92.3417903,189.1666667
2280,7.189393825,1.927524001,6.603018978,19,71.89393825,19.27524001,66.03018978,190
2290,7.189393825,1.927524001,6.603018978,19.08333333,71.89393825,19.27524001,66.03018978,190.8333333
2300,7.189393825,1.927524001,6.603018978,19.16666667,71.89393825,19.27524001,66.03018978,191.6666667
2310,12.26584503,2.83785673,11.36372127,19.25,122.6584503,28.3785673,113.6372127,192.5
2320,12.26584503,2.83785673,11.36372127,19.33333333,122.6584503,28.3785673,113.6372127,193.3333333
2330,12.26584503,2.83785673,11.36372127,19.41666667,122.6584503,28.3785673,113.6372127,194.1666667
2340,6.571007331,1.279803624,7.123727257,19.5,65.71007331,12.79803624,71.23727257,195
2350,6.571007331,1.279803624,7.123727257,19.58333333,65.71007331,12.79803624,71.23727257,195.8333333
2360,6.571007331,1.279803624,7.123727257,19.66666667,65.71007331,12.79803624,71.23727257,196.6666667
2370,8.630553318,2.244805734,6.913686106,19.75,86.30553318,22.44805734,69.13686106,197.5
2380,8.630553318,2.244805734,6.913686106,19.83333333,86.30553318,22.44805734,69.13686106,198.3333333
2390,8.630553318,2.244805734,6.913686106,19.91666667,86.30553318,22.44805734,69.13686106,199.1666667
2400,7.943202774,1.179442116,6.416558776,20,79.43202774,11.79442116,64.16558776,200
2410,7.943202774,1.179442116,6.416558776,20.08333333,79.43202774,11.79442116,64.16558776,200.8333333
2420,7.943202774,1.179442116,6.416558776,20.16666667,79.43202774,11.79442116,64.16558776,201.6666667
2430,7.432436688,1.819506144,6.900648775,20.25,74.32436688,18.19506144,69.00648775,202.5
2440,7.432436688,1.819506144,6.900648775,20.33333333,74.32436688,18.19506144,69.00648775,203.3333333
2450,7.432436688,1.819506144,6.900648775,20.41666667,74.32436688,18.19506144,69.00648775,204.1666667
2460,9.72891184,1.949562009,6.484140168,20.5,97.2891184,19.49562009,64.84140168,205
2470,9.72891184,1.949562009,6.484140168,20.58333333,97.2891184,19.49562009,64.84140168,205.8333333
2480,9.72891184,1.949562009,6.484140168,20.66666667,97.2891184,19.49562009,64.84140168,206.6666667
2490,10.79009152,2.631896112,4.557644393,20.75,107.9009152,26.31896112,45.57644393,207.5
2500,10.79009152,2.631896112,4.557644393,20.83333333,107.9009152,26.31896112,45.57644393,208.3333333
2510,10.79009152,2.631896112,4.557644393,20.91666667,107.9009152,26.31896112,45.57644393,209.1666667
2520,12.11696023,1.453525661,6.699655317,21,121.1696023,14.53525661,66.99655317,210
2530,12.11696023,1.453525661,6.699655317,21.08333333,121.1696023,14.53525661,66.99655317,210.8333333
2540,12.11696023,1.453525661,6.699655317,21.16666667,121.1696023,14.53525661,66.99655317,211.6666667
2550,9.519317705,2.212559013,9.431970527,21.25,95.19317705,22.12559013,94.31970527,212.5
2560,9.519317705,2.212559013,9.431970527,21.33333333,95.19317705,22.12559013,94.31970527,213.3333333
2570,9.519317705,2.212559013,6.368860861,21.41666667,95.19317705,22.12559013,63.68860861,214.1666667
2580,11.8029815,3.261319507,6.368860861,21.5,118.029815,32.61319507,63.68860861,215
2590,11.8029815,3.261319507,6.368860861,21.58333333,118.029815,32.61319507,63.68860861,215.8333333
2600,11.8029815,3.261319507,3.239368497,21.66666667,118.029815,32.61319507,32.39368497,216.6666667
2610,15.07416541,3.414648847,3.239368497,21.75,150.7416541,34.14648847,32.39368497,217.5
2620,15.07416541,3.414648847,3.239368497,21.83333333,150.7416541,34.14648847,32.39368497,218.3333333
2630,15.07416541,3.414648847,4.557644393,21.91666667,150.7416541,34.14648847,45.57644393,219.1666667
2640,13.46087729,3.200111438,4.557644393,22,134.6087729,32.00111438,45.57644393,220
2650,13.46087729,3.200111438,4.557644393,22.08333333,134.6087729,32.00111438,45.57644393,220.8333333
2660,13.46087729,3.200111438,6.699655317,22.16666667,134.6087729,32.00111438,66.99655317,221.6666667
2670,8.03161605,2.10191071,6.699655317,22.25,80.3161605,21.0191071,66.99655317,222.5
2680,8.03161605,2.10191071,6.699655317,22.33333333,80.3161605,21.0191071,66.99655317,223.3333333
2690,8.03161605,2.10191071,9.431970527,22.41666667,80.3161605,21.0191071,94.31970527,224.1666667
2700,8.52235355,2.158297747,9.431970527,22.5,85.2235355,21.58297747,94.31970527,225
2710,8.52235355,2.158297747,4.456532668,22.58333333,85.2235355,21.58297747,44.56532668,225.8333333
2720,8.52235355,2.158297747,4.456532668,22.66666667,85.2235355,21.58297747,44.56532668,226.6666667
2730,13.40702449,0.8901178426,8.018386155,22.75,134.0702449,8.901178426,80.18386155,227.5
2740,13.40702449,0.8901178426,8.018386155,22.83333333,134.0702449,8.901178426,80.18386155,228.3333333
2750,13.40702449,0.8901178426,8.018386155,22.91666667,134.0702449,8.901178426,80.18386155,229.1666667
2760,21.59027348,3.748469771,7.070105114,23,215.9027348,37.48469771,70.70105114,230
2770,21.59027348,3.748469771,7.070105114,23.08333333,215.9027348,37.48469771,70.70105114,230.8333333
2780,21.59027348,3.748469771,7.070105114,23.16666667,215.9027348,37.48469771,70.70105114,231.6666667
2790,13.0845362,0.9253324779,6.866766177,23.25,130.845362,9.253324779,68.66766177,232.5
2800,13.0845362,0.9253324779,6.866766177,23.33333333,130.845362,9.253324779,68.66766177,233.3333333
2810,13.0845362,0.9253324779,6.866766177,23.41666667,130.845362,9.253324779,68.66766177,234.1666667
